"gloss_english","n_languages_with_gloss_data","n_languages_covered","languages_covered","in_english_4000","n_languages_covered_plus_english","includes_hack_translation","avg_percentile_across_covering_langs","words"
"insomnia",12,2,"Chinese_Simplified;Spanish",FALSE,2,FALSE,0.613605829111758,"Chinese_Simplified:失眠;Spanish:insomnio"
"abduction",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.613271488406373,"Polish:uprowadzenie;Portuguese:rapto"
"packaging",12,1,"Polish",TRUE,2,FALSE,0.612880396319887,"Polish:pakowanie"
"bait",12,1,"Portuguese",TRUE,2,FALSE,0.612767450017538,"Portuguese:isco"
"plumber",12,1,"German",TRUE,2,TRUE,0.612,"German:Klempner"
"devil",12,2,"Polish;Russian",FALSE,2,FALSE,0.61148141811865,"Polish:diabeł;Russian:чёрт"
"chic",12,2,"French;Polish",FALSE,2,FALSE,0.611332410491208,"French:chic;Polish:szyk"
"crop",12,1,"Polish",TRUE,2,FALSE,0.611111111111111,"Polish:wole"
"dwelling",12,1,"Portuguese",TRUE,2,FALSE,0.610838302350053,"Portuguese:domicílio"
"gravel",12,1,"Portuguese",TRUE,2,FALSE,0.610838302350053,"Portuguese:gravilha"
"keel",12,2,"French;Polish",FALSE,2,FALSE,0.609897910589916,"French:quille;Polish:kil"
"intercourse",12,2,"Portuguese;Spanish",FALSE,2,FALSE,0.609552177877004,"Portuguese:coito;Spanish:coito"
"hallway",12,1,"German",TRUE,2,TRUE,0.6095,"German:Diele"
"result",12,2,"Galician;Russian",FALSE,2,FALSE,0.608941465753603,"Galician:resultado;Russian:результат"
"madman",12,2,"Italian;Polish",FALSE,2,FALSE,0.606584757730227,"Italian:matto;Polish:szaleniec"
"confession",12,2,"Polish;Russian",FALSE,2,FALSE,0.606027364944562,"Polish:spowiedź;Russian:исповедь"
"stack",12,2,"German;Spanish",FALSE,2,TRUE,0.605446126447017,"German:Stapel;Spanish:pila"
"sale",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.60512938892119,"Galician:venda;Portuguese:venda"
"seam",12,1,"Turkish",TRUE,2,FALSE,0.604904632152589,"Turkish:dikiş"
"catalog",12,2,"Portuguese;Spanish",FALSE,2,FALSE,0.60469518592311,"Portuguese:catálogo;Spanish:catálogo"
"patrol",12,2,"Italian;Portuguese",FALSE,2,FALSE,0.604569666051853,"Italian:pattuglia;Portuguese:patrulha"
"score",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.60424816487082,"Polish:wynik;Portuguese:pontuação"
"mineral",12,2,"French;Russian",FALSE,2,FALSE,0.603829252981795,"French:minéral;Russian:минерал"
"handrail",12,1,"French",TRUE,2,FALSE,0.602803738317757,"French:rampe"
"pump",12,1,"French",TRUE,2,FALSE,0.602803738317757,"French:pompe"
"rod",12,1,"French",TRUE,2,FALSE,0.602803738317757,"French:tringle"
"daily",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.60252544663483,"Galician:diario;Portuguese:diário"
"sissy",12,2,"Italian;Polish",FALSE,2,FALSE,0.60199276957547,"Italian:femminuccia;Polish:maminsynek"
"kite",12,1,"Chinese_Simplified",TRUE,2,FALSE,0.600478468899522,"Chinese_Simplified:风筝"
"schedule",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.599601619303553,"Galician:horario;Portuguese:horário"
"surf",12,1,"Turkish",TRUE,2,FALSE,0.599455040871935,"Turkish:sörf"
"errand",12,2,"Italian;Polish",FALSE,2,FALSE,0.599283491375643,"Italian:commissione;Polish:zadanie"
"type",12,2,"Polish;Russian",FALSE,2,FALSE,0.598611330443989,"Polish:typ;Russian:тип"
"crew",12,2,"Italian;Portuguese",FALSE,2,FALSE,0.598006723491652,"Italian:equipaggio;Portuguese:tripulação"
"scab",12,1,"German",TRUE,2,TRUE,0.598,"German:Grind"
"cloak",12,1,"Portuguese",TRUE,2,FALSE,0.597509645738337,"Portuguese:capote"
"merchandise",12,1,"Portuguese",TRUE,2,FALSE,0.597509645738337,"Portuguese:mercadoria"
"mischief",12,2,"Polish;Spanish",FALSE,2,FALSE,0.596762491657733,"Polish:psota;Spanish:travesura"
"technology",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.595432089049484,"Galician:tecnoloxía;Portuguese:tecnologia"
"joke",12,2,"Italian;Polish",FALSE,2,FALSE,0.595363262023998,"Italian:scherzo;Polish:żart"
"soy",12,1,"German",TRUE,2,TRUE,0.595,"German:Soja"
"sorcerer",12,1,"Spanish",TRUE,2,FALSE,0.594835262689225,"Spanish:hechicero"
"health",12,2,"Polish;Spanish",FALSE,2,FALSE,0.593963775500236,"Polish:zdrowie;Spanish:sanidad"
"link",12,2,"French;Polish",FALSE,2,FALSE,0.593894477845904,"French:maille;Polish:połączenie"
"glacier",12,1,"Italian",TRUE,2,FALSE,0.593701996927803,"Italian:ghiacciaio"
"hamburger",12,1,"Italian",TRUE,2,FALSE,0.593701996927803,"Italian:hamburger"
"peninsula",12,1,"Spanish",TRUE,2,FALSE,0.593457943925234,"Spanish:península"
"disco",12,2,"German;Spanish",FALSE,2,TRUE,0.593002336448598,"German:Disco;Spanish:discoteca"
"procession",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.59293035582057,"Polish:procesja;Portuguese:cortejo"
"sanctuary",12,2,"Portuguese;Spanish",FALSE,2,FALSE,0.592737586746083,"Portuguese:santuário;Spanish:santuario"
"warrior",12,2,"Italian;Spanish",FALSE,2,FALSE,0.592595164340638,"Italian:guerriero;Spanish:guerrero"
"champ",12,2,"Italian;Portuguese",FALSE,2,FALSE,0.591828613551149,"Italian:campione;Portuguese:campeão"
"junkie",12,2,"German;Spanish",FALSE,2,TRUE,0.5916696349065,"German:Fixer;Spanish:drogadicta"
"termite",12,1,"Polish",TRUE,2,FALSE,0.590941259731069,"Polish:bielec"
"crossroads",12,1,"Portuguese",TRUE,2,FALSE,0.590319186250438,"Portuguese:cruzamento"
"turban",12,1,"Portuguese",TRUE,2,FALSE,0.590319186250438,"Portuguese:turbante"
"promotion",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.58981362743061,"Polish:awans;Portuguese:promoção"
"referee",12,2,"Portuguese;Spanish",FALSE,2,FALSE,0.589724371900461,"Portuguese:árbitro;Spanish:árbitro"
"fabric",12,1,"German",TRUE,2,TRUE,0.5895,"German:Stoff"
"event",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.589398549769478,"Polish:wydarzenie;Portuguese:evento"
"border",12,2,"Galician;Polish",FALSE,2,FALSE,0.589367554115487,"Galician:fronteira;Polish:granica"
"bass",12,1,"Polish",TRUE,2,FALSE,0.58934890304317,"Polish:bas"
"pedophile",12,2,"Polish;Spanish",FALSE,2,FALSE,0.5893096731218,"Polish:pedofil;Spanish:pedófilo"
"code",12,2,"Galician;Polish",FALSE,2,FALSE,0.588936012790871,"Galician:código;Polish:kod"
"battery",12,1,"French",TRUE,2,FALSE,0.588785046728972,"French:pile"
"gossip",12,2,"Chinese_Simplified;Polish",FALSE,2,FALSE,0.588365489662565,"Chinese_Simplified:流言;Polish:plotka"
"climate",12,2,"Galician;Polish",FALSE,2,FALSE,0.587971290353049,"Galician:clima;Polish:klimat"
"lard",12,1,"Portuguese",TRUE,2,FALSE,0.587688530340231,"Portuguese:banha"
"nectar",12,1,"German",TRUE,2,TRUE,0.5875,"German:Nektar"
"hump",12,2,"German;Italian",FALSE,2,TRUE,0.587457482993198,"German:Buckel;Italian:gobba"
"strength",12,2,"Chinese_Simplified;Galician",FALSE,2,FALSE,0.587425588251864,"Chinese_Simplified:強度;Galician:forza"
"torture",12,2,"Polish;Russian",FALSE,2,FALSE,0.58736435480066,"Polish:tortura;Russian:пытка"
"baptism",12,2,"Italian;Polish",FALSE,2,FALSE,0.586835795889481,"Italian:battesimo;Polish:chrzest"
"syphilis",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.586713003197498,"Polish:syfilis;Portuguese:sífilis"
"sweet",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.586550596344065,"Polish:słodki;Portuguese:doce"
"vampire",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.586534337041199,"Polish:wampir;Portuguese:vampiro"
"average",12,2,"Galician;Polish",FALSE,2,FALSE,0.585982641156107,"Galician:media;Polish:średnia"
"alliance",12,2,"Portuguese;Spanish",FALSE,2,FALSE,0.58496151855608,"Portuguese:aliança;Spanish:alianza"
"answer",12,2,"Polish;Russian",FALSE,2,FALSE,0.584711474911243,"Polish:odpowiedź;Russian:ответ"
"sunset",12,1,"Italian",TRUE,2,FALSE,0.584485407066052,"Italian:tramonto"
"blubber",12,2,"Italian;Portuguese",FALSE,2,FALSE,0.58435380692144,"Italian:lardo;Portuguese:gordura"
"class",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.58313487054492,"Polish:klasa;Portuguese:turma"
"guardian",12,2,"Italian;Polish",FALSE,2,FALSE,0.583033638083683,"Italian:custode;Polish:opiekun"
"space",12,2,"Italian;Polish",FALSE,2,FALSE,0.582992762608029,"Italian:spazio;Polish:przestrzeń"
"nausea",12,2,"Polish;Spanish",FALSE,2,FALSE,0.582262033141971,"Polish:nudności;Spanish:náusea"
"dung",12,1,"Portuguese",TRUE,2,FALSE,0.582076464398457,"Portuguese:esterco"
"lesion",12,1,"Portuguese",TRUE,2,FALSE,0.582076464398457,"Portuguese:lesão"
"income",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.581948408614305,"Galician:ingreso;Portuguese:remuneração"
"brand",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.581561689905059,"Polish:marka;Portuguese:marca"
"mechanism",12,2,"Galician;Russian",FALSE,2,FALSE,0.581182961139441,"Galician:mecanismo;Russian:механизм"
"entry",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.581047014621087,"Galician:entrada;Portuguese:entrada"
"worldwide",12,2,"Chinese_Simplified;Portuguese",FALSE,2,FALSE,0.581006440561721,"Chinese_Simplified:全球;Portuguese:mundial"
"earl",12,2,"Italian;Portuguese",FALSE,2,FALSE,0.580446831168941,"Italian:conte;Portuguese:conde"
"execution",12,2,"Galician;Polish",FALSE,2,FALSE,0.580399468324661,"Galician:execución;Polish:wykonanie"
"ledge",12,1,"Spanish",TRUE,2,FALSE,0.580328684015612,"Spanish:repisa"
"voter",12,1,"Portuguese",TRUE,2,FALSE,0.580322693791652,"Portuguese:eleitor"
"slice",12,2,"French;Portuguese",FALSE,2,FALSE,0.580131090255264,"French:tranche;Portuguese:fatia"
"ache",12,2,"Italian;Polish",FALSE,2,FALSE,0.579542288298208,"Italian:dolore;Polish:obolałość"
"brochure",12,1,"German",TRUE,2,TRUE,0.5795,"German:Prospekt"
"engraving",12,2,"Portuguese;Turkish",FALSE,2,FALSE,0.57947902022045,"Portuguese:gravura;Turkish:gravür"
"wink",12,2,"Italian;Polish",FALSE,2,FALSE,0.579474334765068,"Italian:occhiolino;Polish:mrugnięcie"
"alcoholism",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.579238254143081,"Polish:alkoholizm;Portuguese:alcoolismo"
"pause",12,2,"Polish;Spanish",FALSE,2,FALSE,0.578040208621256,"Polish:pauza;Spanish:pausa"
"pal",12,1,"Polish",TRUE,2,FALSE,0.577671620665251,"Polish:kumpel"
"control",12,2,"Galician;Polish",FALSE,2,FALSE,0.576719902644825,"Galician:control;Polish:kontrola"
"pulp",12,1,"French",TRUE,2,FALSE,0.576635514018692,"French:pulpe"
"old",12,2,"Galician;Polish",FALSE,2,FALSE,0.576012188561315,"Galician:antigo;Polish:stary"
"tar",12,1,"Italian",TRUE,2,FALSE,0.575963718820862,"Italian:catrame"
"wizard",12,1,"Italian",TRUE,2,FALSE,0.575963718820862,"Italian:mago"
"application",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.57576975943152,"Galician:aplicación;Portuguese:candidatura"
"figurine",12,1,"Portuguese",TRUE,2,FALSE,0.575412136092599,"Portuguese:figurino"
"platoon",12,1,"Portuguese",TRUE,2,FALSE,0.575412136092599,"Portuguese:pelotão"
"base",12,2,"French;Polish",FALSE,2,FALSE,0.57499090554332,"French:socle;Polish:podstawa"
"violent",12,2,"Galician;Spanish",FALSE,2,FALSE,0.57384372131156,"Galician:violento;Spanish:violento"
"closure",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.573519539446949,"Galician:peche;Portuguese:fecho"
"pollution",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.572395955947454,"Galician:contaminación;Portuguese:poluição"
"call",12,2,"Galician;Polish",FALSE,2,FALSE,0.572205487590363,"Galician:convocatoria;Polish:wezwanie"
"population",12,2,"Portuguese;Russian",FALSE,2,FALSE,0.572122185632995,"Portuguese:população;Russian:население"
"buffet",12,1,"German",TRUE,2,TRUE,0.572,"German:Büfett"
"playground",12,1,"Portuguese",TRUE,2,FALSE,0.571553840757629,"Portuguese:recreio"
"melody",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.570975425366945,"Polish:melodia;Portuguese:melodia"
"stop",12,2,"Portuguese;Russian",FALSE,2,FALSE,0.570845340110548,"Portuguese:paragem;Russian:остановка"
"stout",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.570545639863144,"Polish:tęgi;Portuguese:corpulento"
"boiling",12,1,"Polish",TRUE,2,FALSE,0.570417551309271,"Polish:wrzenie"
"orbit",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.570373986306936,"Polish:orbitowanie;Portuguese:órbita"
"ministry",12,2,"Portuguese;Russian",FALSE,2,FALSE,0.570357640167177,"Portuguese:ministério;Russian:министерство"
"heating",12,2,"Portuguese;Spanish",FALSE,2,FALSE,0.569102700369463,"Portuguese:aquecimento;Spanish:calefacción"
"mandolin",12,1,"Portuguese",TRUE,2,FALSE,0.567520168361978,"Portuguese:bandolim"
"swordfish",12,1,"Portuguese",TRUE,2,FALSE,0.567520168361978,"Portuguese:espadarte"
"smell",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.567401295481677,"Polish:odór;Portuguese:cheiro"
"kid",12,1,"French",TRUE,2,FALSE,0.567289719626168,"French:gosse"
"split",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.56722343608468,"Polish:rozszczepienie;Portuguese:divisão"
"patent",12,2,"Italian;Polish",FALSE,2,FALSE,0.567203893405866,"Italian:brevetto;Polish:patent"
"thick",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.567070107404033,"Galician:groso;Portuguese:grosso"
"mane",12,1,"Spanish",TRUE,2,FALSE,0.566785396260018,"Spanish:melena"
"youth",12,2,"Galician;Polish",FALSE,2,FALSE,0.566084000323057,"Galician:mocidade;Polish:młodzież"
"speech",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.565588352182954,"Polish:przemówienie;Portuguese:discurso"
"slum",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.565281349239152,"Polish:slums;Portuguese:favela"
"discount",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.565277936026718,"Polish:zniżka;Portuguese:desconto"
"bistro",12,1,"German",TRUE,2,TRUE,0.565,"German:Bistro"
"reservoir",12,1,"Portuguese",TRUE,2,FALSE,0.56453875833041,"Portuguese:reservatório"
"sadist",12,2,"Polish;Spanish",FALSE,2,FALSE,0.564207643816262,"Polish:sadysta;Spanish:sádico"
"pulse",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.56410167256119,"Galician:pulso;Portuguese:pulsação"
"lame",12,2,"Polish;Spanish",FALSE,2,FALSE,0.563661024490185,"Polish:kulawy;Spanish:cojo"
"ton",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.562365069506658,"Polish:tona;Portuguese:tonelada"
"grease",12,1,"Portuguese",TRUE,2,FALSE,0.562258856541564,"Portuguese:graxa"
"tune",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.561506708638009,"Polish:melodyjka;Portuguese:cantiga"
"paralysis",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.561130417481804,"Polish:paraliż;Portuguese:paralisia"
"announcement",12,2,"Galician;Italian",FALSE,2,FALSE,0.56095756332875,"Galician:anuncio;Italian:annuncio"
"front",12,2,"Galician;Polish",FALSE,2,FALSE,0.560747055868346,"Galician:fronte;Polish:przód"
"knob",12,1,"Polish",TRUE,2,FALSE,0.560686482661005,"Polish:wypukłość"
"sob",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.560300107013519,"Polish:szloch;Portuguese:soluço"
"predator",12,2,"Polish;Russian",FALSE,2,FALSE,0.560164543524416,"Polish:drapieżnik;Russian:хищник"
"puddle",12,1,"French",TRUE,2,FALSE,0.55981308411215,"French:flaque"
"province",12,2,"Portuguese;Spanish",FALSE,2,FALSE,0.559651585021049,"Portuguese:província;Spanish:provincia"
"nanny",12,1,"Portuguese",TRUE,2,FALSE,0.559452823570677,"Portuguese:ama"
"stroke",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.558985461700901,"Polish:uderzenie;Portuguese:enfarte"
"course",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.558879993436703,"Polish:kurs;Portuguese:curso"
"nickel",12,1,"Portuguese",TRUE,2,FALSE,0.558225184145914,"Portuguese:níquel"
"gentleman",12,1,"Galician",TRUE,2,FALSE,0.557543520309478,"Galician:cabaleiro"
"bile",12,1,"German",TRUE,2,TRUE,0.5575,"German:Galle"
"marksman",12,1,"Turkish",TRUE,2,FALSE,0.557220708446866,"Turkish:nişancı"
"june",12,2,"Galician;Russian",FALSE,2,FALSE,0.55678521188676,"Galician:xuño;Russian:июнь"
"ride",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.55654895551976,"Polish:jazda;Portuguese:passeio"
"operator",12,2,"Portuguese;Russian",FALSE,2,FALSE,0.556260885472732,"Portuguese:operador;Russian:оператор"
"decade",12,2,"Portuguese;Spanish",FALSE,2,FALSE,0.556032922526951,"Portuguese:década;Spanish:década"
"mutt",12,1,"German",TRUE,2,TRUE,0.5555,"German:Köter"
"language",12,2,"Galician;Polish",FALSE,2,FALSE,0.554639428572211,"Galician:lingua;Polish:język"
"savings",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.554604851775975,"Polish:oszczędności;Portuguese:poupança"
"accent",12,2,"Polish;Spanish",FALSE,2,FALSE,0.554398668674771,"Polish:akcent;Spanish:acento"
"copper",12,1,"French",TRUE,2,FALSE,0.554205607476635,"French:cuivre"
"storage",12,2,"German;Polish",FALSE,2,TRUE,0.554159589525832,"German:Speicher;Polish:magazynowanie"
"prey",12,2,"French;Polish",FALSE,2,FALSE,0.55337255524469,"French:proie;Polish:zdobycz"
"deadline",12,2,"Chinese_Simplified;Portuguese",FALSE,2,FALSE,0.5527135769088,"Chinese_Simplified:期限;Portuguese:prazo"
"advertising",12,2,"Portuguese;Spanish",FALSE,2,FALSE,0.552161498284162,"Portuguese:anúncio;Spanish:publicidad"
"lecture",12,2,"Portuguese;Russian",FALSE,2,FALSE,0.551647672244687,"Portuguese:palestra;Russian:лекция"
"snout",12,1,"German",TRUE,2,TRUE,0.551,"German:Schnauze"
"noise",12,2,"Polish;Turkish",FALSE,2,FALSE,0.549583374311329,"Polish:hałas;Turkish:gürültü"
"atom",12,2,"Portuguese;Spanish",FALSE,2,FALSE,0.549431787980337,"Portuguese:átomo;Spanish:átomo"
"amendment",12,2,"Polish;Spanish",FALSE,2,FALSE,0.548461005458158,"Polish:poprawka;Spanish:enmienda"
"consumer",12,2,"Galician;Russian",FALSE,2,FALSE,0.548402796304942,"Galician:consumidor;Russian:потребитель"
"index",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.548216140524177,"Galician:índice;Portuguese:índice"
"west",12,2,"Polish;Russian",FALSE,2,FALSE,0.547057137676709,"Polish:zachód;Russian:запад"
"signal",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.545406213238151,"Polish:sygnał;Portuguese:sinal"
"remedy",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.545115664054894,"Galician:remedio;Portuguese:remédio"
"bomber",12,1,"Portuguese",TRUE,2,FALSE,0.544896527534198,"Portuguese:bombardeiro"
"cleaning",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.544633377138023,"Galician:limpeza;Portuguese:limpeza"
"genitals",12,1,"German",TRUE,2,TRUE,0.5445,"German:Gemächt"
"picnic",12,1,"German",TRUE,2,TRUE,0.5445,"German:Picknick"
"program",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.543698654718864,"Galician:programa;Portuguese:programa"
"muddy",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.543483302440658,"Polish:błotnisty;Portuguese:lamacento"
"brothel",12,2,"German;Polish",FALSE,2,TRUE,0.543203290870488,"German:Bordell;Polish:burdel"
"mass",12,2,"Chinese_Simplified;Polish",FALSE,2,FALSE,0.54297645304695,"Chinese_Simplified:質量;Polish:masa"
"duke",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.542227860849163,"Polish:książę;Portuguese:duque"
"woods",12,1,"Portuguese",TRUE,2,FALSE,0.541915117502631,"Portuguese:mata"
"dismissal",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.54117221630185,"Polish:zwolnienie;Portuguese:despedimento"
"steam",12,1,"German",TRUE,2,TRUE,0.5405,"German:Dampf"
"researcher",12,2,"Russian;Spanish",FALSE,2,FALSE,0.540361024963921,"Russian:исследователь;Spanish:investigadora"
"theft",12,2,"Italian;Polish",FALSE,2,FALSE,0.540318353443237,"Italian:furto;Polish:kradzież"
"article",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.540006323072362,"Galician:artigo;Portuguese:artigo"
"departure",12,2,"Galician;Russian",FALSE,2,FALSE,0.538905655972787,"Galician:partida;Russian:отъезд"
"choir",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.538799568222421,"Polish:chór;Portuguese:coro"
"fairy",12,2,"Polish;Russian",FALSE,2,FALSE,0.53861759849021,"Polish:wróżka;Russian:фея"
"carbon",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.538544960640231,"Galician:carbono;Portuguese:carbono"
"surgery",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.53841378212981,"Polish:chirurgia;Portuguese:cirurgia"
"lice",12,1,"Italian",TRUE,2,FALSE,0.538402457757296,"Italian:pidocchi"
"preparation",12,2,"Galician;Russian",FALSE,2,FALSE,0.538179180587304,"Galician:preparación;Russian:препарат"
"ferret",12,1,"Portuguese",TRUE,2,FALSE,0.5377060680463,"Portuguese:furão"
"broth",12,1,"Italian",TRUE,2,FALSE,0.537414965986395,"Italian:brodo"
"trip",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.537358385816129,"Polish:wycieczka;Portuguese:viagem"
"half",12,2,"Portuguese;Russian",FALSE,2,FALSE,0.536973035414571,"Portuguese:metade;Russian:половина"
"fable",12,2,"German;Polish",FALSE,2,TRUE,0.536921797593772,"German:Fabel;Polish:bajka"
"unit",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.536526337712423,"Polish:jednostka;Portuguese:unidade"
"collar",12,1,"French",TRUE,2,FALSE,0.536448598130841,"French:col"
"robot",12,1,"Spanish",TRUE,2,FALSE,0.536257039437207,"Spanish:robot"
"bra",12,1,"Spanish",TRUE,2,FALSE,0.535779079734689,"Spanish:sujetador"
"porn",12,2,"German;Polish",FALSE,2,TRUE,0.534950636942675,"German:Porno;Polish:porno"
"anvil",12,1,"Portuguese",TRUE,2,FALSE,0.534724658014732,"Portuguese:bigorna"
"toga",12,1,"Portuguese",TRUE,2,FALSE,0.534724658014732,"Portuguese:toga"
"february",12,2,"Galician;Russian",FALSE,2,FALSE,0.534557983119396,"Galician:febreiro;Russian:февраль"
"wedge",12,2,"Polish;Turkish",FALSE,2,FALSE,0.534220723873877,"Polish:klin;Turkish:takoz"
"bundle",12,2,"French;German",FALSE,2,TRUE,0.534205607476635,"French:liasse;German:Bündel"
"circulation",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.533503887807529,"Galician:circulación;Portuguese:circulação"
"bracket",12,1,"Polish",TRUE,2,FALSE,0.532554847841472,"Polish:nawias"
"writing",12,2,"German;Polish",FALSE,2,TRUE,0.532521054493984,"German:Schrift;Polish:pisanie"
"morning",12,2,"Portuguese;Russian",FALSE,2,FALSE,0.532358064156118,"Portuguese:manhã;Russian:утро"
"masseur",12,1,"German",TRUE,2,TRUE,0.532,"German:Masseur"
"fee",12,2,"Portuguese;Turkish",FALSE,2,FALSE,0.531092632538705,"Portuguese:propina;Turkish:ücret"
"battle",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.530008094898724,"Polish:bitwa;Portuguese:batalha"
"edge",12,2,"German;Polish",FALSE,2,TRUE,0.530003007784855,"German:Kante;Polish:krawędź"
"tourism",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.52968426362327,"Galician:turismo;Portuguese:turismo"
"scalp",12,1,"French",TRUE,2,FALSE,0.529439252336449,"French:scalp"
"virgin",12,1,"Polish",TRUE,2,FALSE,0.529370134465676,"Polish:dziewica"
"glitter",12,1,"German",TRUE,2,TRUE,0.5285,"German:Glitzer"
"presidency",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.528081785413106,"Galician:presidencia;Portuguese:presidência"
"labor",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.527592967839099,"Polish:praca;Portuguese:laboral"
"twilight",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.527283327412961,"Polish:zmierzch;Portuguese:crepúsculo"
"resource",12,2,"Galician;Russian",FALSE,2,FALSE,0.524057059961315,"Galician:recurso;Russian:ресурс"
"department",12,2,"Portuguese;Russian",FALSE,2,FALSE,0.523108101840445,"Portuguese:departamento;Russian:отдел"
"structure",12,2,"Galician;Portuguese",FALSE,2,FALSE,0.521891772339544,"Galician:estrutura;Portuguese:estrutura"
"distribution",12,2,"Galician;Polish",FALSE,2,FALSE,0.521584081771777,"Galician:distribución;Polish:rozkład"
"trade",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.521356221963563,"Polish:handel;Portuguese:tráfico"
"accessory",12,1,"Portuguese",TRUE,2,FALSE,0.521220624342336,"Portuguese:acessório"
"bloody",12,2,"Portuguese;Spanish",FALSE,2,FALSE,0.521022134365377,"Portuguese:sangrento;Spanish:sangriento"
"agent",12,2,"Portuguese;Russian",FALSE,2,FALSE,0.520596977467072,"Portuguese:agente;Russian:агент"
"threshold",12,2,"Polish;Russian",FALSE,2,FALSE,0.520430857503817,"Polish:próg;Russian:порог"
"fortune",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.520270603205242,"Polish:majątek;Portuguese:fortuna"
"moisture",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.52021949810635,"Polish:wilgoć;Portuguese:humidade"
"maiden",12,1,"German",TRUE,2,TRUE,0.52,"German:Maid"
"intestines",12,1,"German",TRUE,2,TRUE,0.518,"German:Gedärm"
"patch",12,1,"French",TRUE,2,FALSE,0.517289719626168,"French:patch"
"stump",12,1,"French",TRUE,2,FALSE,0.517289719626168,"French:souche"
"alcoholic",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.516780314229025,"Polish:alkoholik;Portuguese:alcoólico"
"project",12,2,"Galician;Russian",FALSE,2,FALSE,0.516265166168455,"Galician:proxecto;Russian:проект"
"germs",12,2,"Polish;Portuguese",FALSE,2,FALSE,0.515217435284872,"Polish:zarazki;Portuguese:germes"
"bandit",12,2,"Polish;Turkish",FALSE,2,FALSE,0.512058377734196,"Polish:bandyta;Turkish:haydut"
"information",12,2,"Chinese_Simplified;Italian",FALSE,2,FALSE,0.508910042082205,"Chinese_Simplified:信息;Italian:informazione"
"struggle",12,2,"Galician;Spanish",FALSE,2,FALSE,0.508677580258736,"Galician:loita;Spanish:lucha"
"gap",12,2,"German;Polish",FALSE,2,TRUE,0.508612526539278,"German:Lücke;Polish:luka"
"snot",12,1,"German",TRUE,2,TRUE,0.5085,"German:Rotz"
